lemma,issue,a,n_issue_paras,n_lemma_paras,log_odds,p,q,significant
comun,issue_2,3,482,35,-0.407,0.467293,0.72548,False
procedimiento,issue_2,3,482,35,-0.407,0.467293,0.72548,False
filosofia,issue_2,3,482,36,-0.438,0.467981,0.72548,False
cristiano,issue_6,3,458,38,-0.437,0.469817,0.726917,False
violencia,issue_6,3,458,38,-0.437,0.469817,0.726917,False
recurso,issue_2,3,482,37,-0.468,0.470635,0.727563,False
amoroso,issue_2,3,482,16,0.478,0.477686,0.729681,False
armonir,issue_2,3,482,16,0.478,0.477686,0.729681,False
color,issue_2,3,482,16,0.478,0.477686,0.729681,False
elemento,issue_2,3,482,16,0.478,0.477686,0.729681,False
enfermedad,issue_2,3,482,16,0.478,0.477686,0.729681,False
familiar,issue_2,3,482,16,0.478,0.477686,0.729681,False
grupo,issue_2,3,482,16,0.478,0.477686,0.729681,False
tecnico,issue_2,3,482,16,0.478,0.477686,0.729681,False
verbal,issue_2,3,482,16,0.478,0.477686,0.729681,False
arte,issue_2,7,482,38,0.395,0.475126,0.729681,False
clasico,issue_1,8,1188,19,0.355,0.473661,0.729681,False
modelo,issue_1,8,1188,19,0.355,0.473661,0.729681,False
papel,issue_1,8,1188,19,0.355,0.473661,0.729681,False
letra,issue_1,14,1188,35,0.264,0.476885,0.729681,False
lectura,issue_3,18,680,80,0.2,0.478025,0.729681,False
conciencia,issue_2,11,482,67,0.238,0.480082,0.732205,False
cosa,issue_6,3,458,17,0.465,0.482344,0.733741,False
seduccion,issue_6,3,458,17,0.465,0.482344,0.733741,False
vida,issue_1,31,1188,82,0.168,0.481595,0.733741,False
estetico,issue_1,5,1188,20,-0.383,0.482703,0.733741,False
nombre,issue_1,15,1188,37,0.286,0.485925,0.738022,False
estetica,issue_3,7,680,29,0.317,0.486615,0.738453,False
compromiso,issue_3,4,680,14,0.568,0.495143,0.74088,False
epoca,issue_3,4,680,14,0.568,0.495143,0.74088,False
gobierno,issue_3,4,680,14,0.568,0.495143,0.74088,False
linguistico,issue_3,4,680,14,0.568,0.495143,0.74088,False
luna,issue_3,4,680,14,0.568,0.495143,0.74088,False
muneca,issue_3,4,680,14,0.568,0.495143,0.74088,False
progreso,issue_3,4,680,14,0.568,0.495143,0.74088,False
psicologico,issue_3,4,680,14,0.568,0.495143,0.74088,False
teatro,issue_3,4,680,14,0.568,0.495143,0.74088,False
transformacion,issue_3,4,680,14,0.568,0.495143,0.74088,False
absoluto,issue_1,9,1188,21,0.383,0.489085,0.74088,False
origen,issue_1,9,1188,21,0.383,0.489085,0.74088,False
noche,issue_2,12,482,72,0.254,0.489664,0.74088,False
palabra,issue_3,21,680,124,-0.164,0.491351,0.74088,False
sentido,issue_3,14,680,87,-0.216,0.493887,0.74088,False
sol,issue_4-5,4,668,30,-0.341,0.494163,0.74088,False
blanco,issue_3,4,680,30,-0.363,0.492814,0.74088,False
muerto,issue_4-5,4,668,32,-0.414,0.497376,0.743609,False
moral,issue_1,11,1188,39,-0.255,0.499486,0.74615,False
aire,issue_4-5,4,668,15,0.499,0.507873,0.753111,False
destruccion,issue_4-5,4,668,15,0.499,0.507873,0.753111,False
espectador,issue_4-5,4,668,15,0.499,0.507873,0.753111,False
original,issue_4-5,4,668,15,0.499,0.507873,0.753111,False
realidad,issue_1,24,1188,63,0.181,0.505253,0.753111,False
cuerpo,issue_2,14,482,122,-0.194,0.505997,0.753111,False
acto,issue_2,4,482,42,-0.325,0.507132,0.753111,False
funcion,issue_2,4,482,42,-0.325,0.507132,0.753111,False
codigo,issue_2,4,482,43,-0.351,0.507219,0.753111,False
dominio,issue_6,4,458,21,0.53,0.510819,0.754,False
nacion,issue_6,4,458,21,0.53,0.510819,0.754,False
estetico,issue_2,4,482,20,0.529,0.509854,0.754,False
fisico,issue_2,4,482,20,0.529,0.509854,0.754,False
aire,issue_3,4,680,15,0.477,0.512206,0.754,False
destruccion,issue_3,4,680,15,0.477,0.512206,0.754,False
romanticismo,issue_3,4,680,15,0.477,0.512206,0.754,False
erotico,issue_1,6,1188,23,-0.338,0.51156,0.754,False
femenino,issue_1,6,1188,23,-0.338,0.51156,0.754,False
lectura,issue_2,13,482,80,0.221,0.513027,0.754598,False
metafora,issue_1,12,1188,42,-0.24,0.514585,0.756278,False
belleza,issue_1,10,1188,24,0.335,0.517533,0.758158,False
familia,issue_1,10,1188,24,0.335,0.517533,0.758158,False
representacion,issue_1,10,1188,24,0.335,0.517533,0.758158,False
traicion,issue_1,10,1188,24,0.335,0.517533,0.758158,False
mental,issue_2,4,482,21,0.47,0.520676,0.760924,False
realismo,issue_2,4,482,21,0.47,0.520676,0.760924,False
signo,issue_2,4,482,21,0.47,0.520676,0.760924,False
central,issue_1,5,1188,11,0.49,0.52621,0.763593,False
fragmentacion,issue_1,5,1188,11,0.49,0.52621,0.763593,False
impotencia,issue_1,5,1188,11,0.49,0.52621,0.763593,False
siglo,issue_1,5,1188,11,0.49,0.52621,0.763593,False
comienzo,issue_4-5,4,668,16,0.415,0.527963,0.763593,False
construccion,issue_4-5,4,668,16,0.415,0.527963,0.763593,False
diario,issue_4-5,4,668,16,0.415,0.527963,0.763593,False
dorado,issue_4-5,4,668,16,0.415,0.527963,0.763593,False
enfermedad,issue_4-5,4,668,16,0.415,0.527963,0.763593,False
memorio,issue_3,10,680,63,-0.219,0.524501,0.763593,False
error,issue_3,5,680,36,-0.336,0.526531,0.763593,False
filosofia,issue_3,5,680,36,-0.336,0.526531,0.763593,False
tortura,issue_3,5,680,36,-0.336,0.526531,0.763593,False
practico,issue_1,10,1188,25,0.268,0.531793,0.768521,False
critico,issue_2,4,482,22,0.414,0.533839,0.769171,False
felicidad,issue_3,4,680,16,0.393,0.533935,0.769171,False
internacional,issue_3,4,680,16,0.393,0.533935,0.769171,False
sufrimiento,issue_3,4,680,16,0.393,0.533935,0.769171,False
juicio,issue_1,7,1188,26,-0.303,0.536072,0.770418,False
soledad,issue_1,7,1188,26,-0.303,0.536072,0.770418,False
territorio,issue_1,7,1188,26,-0.303,0.536072,0.770418,False
retorico,issue_4-5,9,668,39,0.272,0.539951,0.77538,False
simbolo,issue_1,11,1188,27,0.296,0.541719,0.777305,False
personaje,issue_1,19,1188,49,0.211,0.544422,0.780567,False
moral,issue_3,9,680,39,0.249,0.545419,0.780765,False
retorico,issue_3,9,680,39,0.249,0.545419,0.780765,False
narracion,issue_4-5,9,668,40,0.239,0.549032,0.785319,False
circunstancia,issue_4-5,4,668,17,0.338,0.551666,0.787847,False
paisaje,issue_4-5,4,668,17,0.338,0.551666,0.787847,False
pueblo,issue_3,6,680,40,-0.259,0.552393,0.788266,False
especie,issue_1,5,1188,12,0.346,0.557742,0.790931,False
humanismo,issue_1,5,1188,12,0.346,0.557742,0.790931,False
humor,issue_1,5,1188,12,0.346,0.557742,0.790931,False
inteligencia,issue_1,5,1188,12,0.346,0.557742,0.790931,False
revista,issue_1,5,1188,12,0.346,0.557742,0.790931,False
ritmo,issue_1,5,1188,12,0.346,0.557742,0.790931,False
suicidio,issue_1,5,1188,12,0.346,0.557742,0.790931,False
acto,issue_3,6,680,42,-0.316,0.555946,0.790931,False
camino,issue_1,3,1188,13,-0.445,0.561489,0.793152,False
inferior,issue_1,3,1188,13,-0.445,0.561489,0.793152,False
mar,issue_1,3,1188,13,-0.445,0.561489,0.793152,False
verosimil,issue_1,3,1188,13,-0.445,0.561489,0.793152,False
vertigo,issue_1,3,1188,13,-0.445,0.561489,0.793152,False
real,issue_6,4,458,25,0.322,0.562114,0.793419,False
sol,issue_1,12,1188,30,0.265,0.56261,0.793503,False
historia,issue_3,27,680,124,0.153,0.563991,0.794833,False
agua,issue_4-5,5,668,20,0.401,0.566659,0.79674,False
imaginacion,issue_4-5,5,668,20,0.401,0.566659,0.79674,False
maquina,issue_4-5,5,668,20,0.401,0.566659,0.79674,False
enemigo,issue_3,5,680,20,0.379,0.570239,0.799918,False
logica,issue_3,5,680,20,0.379,0.570239,0.799918,False
negro,issue_3,5,680,20,0.379,0.570239,0.799918,False
drama,issue_1,6,1188,14,0.388,0.574199,0.801785,False
pintura,issue_1,6,1188,14,0.388,0.574199,0.801785,False
practica,issue_1,6,1188,14,0.388,0.574199,0.801785,False
teatro,issue_1,6,1188,14,0.388,0.574199,0.801785,False
transgresion,issue_1,6,1188,14,0.388,0.574199,0.801785,False
cine,issue_1,12,1188,31,0.212,0.574215,0.801785,False
interpretacion,issue_4-5,7,668,46,-0.229,0.575879,0.803491,False
esencia,issue_4-5,7,668,47,-0.255,0.576472,0.803701,False
convencion,issue_4-5,5,668,21,0.339,0.579556,0.806146,False
origen,issue_4-5,5,668,21,0.339,0.579556,0.806146,False
sombra,issue_4-5,5,668,21,0.339,0.579556,0.806146,False
general,issue_3,5,680,21,0.316,0.584689,0.810187,False
mental,issue_3,5,680,21,0.316,0.584689,0.810187,False
sombra,issue_3,5,680,21,0.316,0.584689,0.810187,False
sistema,issue_4-5,11,668,49,0.23,0.583284,0.810187,False
relato,issue_3,19,680,87,0.161,0.584444,0.810187,False
ausencia,issue_2,5,482,29,0.334,0.587432,0.812749,False
simbolico,issue_2,5,482,29,0.334,0.587432,0.812749,False
historico,issue_1,19,1188,62,-0.15,0.591796,0.817352,False
crimen,issue_1,10,1188,35,-0.235,0.592108,0.817352,False
movimiento,issue_1,10,1188,35,-0.235,0.592108,0.817352,False
juego,issue_2,5,482,30,0.294,0.597451,0.817544,False
operacion,issue_4-5,5,668,22,0.279,0.595495,0.817544,False
negativo,issue_1,6,1188,15,0.277,0.598377,0.817544,False
original,issue_1,6,1188,15,0.277,0.598377,0.817544,False
perspectiva,issue_1,6,1188,15,0.277,0.598377,0.817544,False
filosofia,issue_1,14,1188,36,0.218,0.597062,0.817544,False
palabra,issue_2,19,482,124,0.142,0.597769,0.817544,False
enunciacion,issue_4-5,8,668,51,-0.201,0.595488,0.817544,False
defensa,issue_3,3,680,22,-0.307,0.599505,0.817544,False
operacion,issue_3,3,680,22,-0.307,0.599505,0.817544,False
persecucion,issue_3,3,680,23,-0.357,0.599892,0.817544,False
universo,issue_3,3,680,23,-0.357,0.599892,0.817544,False
amoroso,issue_1,4,1188,16,-0.368,0.599594,0.817544,False
color,issue_1,4,1188,16,-0.368,0.599594,0.817544,False
espiritual,issue_1,4,1188,16,-0.368,0.599594,0.817544,False
exterior,issue_1,4,1188,16,-0.368,0.599594,0.817544,False
tecnico,issue_1,4,1188,16,-0.368,0.599594,0.817544,False
belleza,issue_3,3,680,24,-0.405,0.604032,0.820725,False
religioso,issue_3,3,680,24,-0.405,0.604032,0.820725,False
risa,issue_3,3,680,24,-0.405,0.604032,0.820725,False
verbo,issue_3,3,680,24,-0.405,0.604032,0.820725,False
practico,issue_4-5,6,668,25,0.339,0.608494,0.825834,False
materno,issue_1,7,1188,17,0.32,0.610063,0.825834,False
oposicion,issue_1,7,1188,17,0.32,0.610063,0.825834,False
unidad,issue_1,7,1188,17,0.32,0.610063,0.825834,False
experiencia,issue_2,5,482,31,0.255,0.608791,0.825834,False
locura,issue_3,6,680,25,0.317,0.611499,0.826548,False
autor,issue_1,15,1188,39,0.2,0.6115,0.826548,False
espejo,issue_2,3,482,33,-0.343,0.612663,0.827504,False
razon,issue_4-5,6,668,26,0.289,0.617368,0.832623,False
soledad,issue_4-5,6,668,26,0.289,0.617368,0.832623,False
voluntad,issue_2,6,482,35,0.316,0.620083,0.835664,False
efecto,issue_3,6,680,26,0.266,0.621841,0.837413,False
desear,issue_2,6,482,36,0.282,0.625966,0.842343,False
interior,issue_4-5,6,668,27,0.241,0.628766,0.842977,False
pecado,issue_4-5,6,668,27,0.241,0.628766,0.842977,False
jardin,issue_1,5,1188,18,-0.244,0.62919,0.842977,False
ojo,issue_1,5,1188,18,-0.244,0.62919,0.842977,False
creacion,issue_1,5,1188,19,-0.316,0.629219,0.842977,False
sonido,issue_1,5,1188,19,-0.316,0.629219,0.842977,False
naturaleza,issue_2,6,482,37,0.249,0.633105,0.845816,False
retorico,issue_6,6,458,39,0.247,0.634523,0.845816,False
existencia,issue_3,6,680,27,0.218,0.634595,0.845816,False
ideologia,issue_3,6,680,27,0.218,0.634595,0.845816,False
objeto,issue_3,6,680,27,0.218,0.634595,0.845816,False
angustiar,issue_3,4,680,28,-0.284,0.634524,0.845816,False
desierto,issue_3,4,680,28,-0.284,0.634524,0.845816,False
cuerpo,issue_3,26,680,122,0.125,0.641933,0.854345,False
etico,issue_1,14,1188,46,-0.154,0.64189,0.854345,False
autor,issue_2,4,482,39,-0.243,0.645338,0.85762,False
poetico,issue_2,4,482,39,-0.243,0.645338,0.85762,False
poeta,issue_2,7,482,42,0.274,0.651066,0.863405,False
animal,issue_1,6,1188,21,-0.215,0.652541,0.863405,False
dominio,issue_1,6,1188,21,-0.215,0.652541,0.863405,False
ideologico,issue_1,6,1188,21,-0.215,0.652541,0.863405,False
rostro,issue_1,6,1188,21,-0.215,0.652541,0.863405,False
sombra,issue_1,6,1188,21,-0.215,0.652541,0.863405,False
censura,issue_1,6,1188,22,-0.278,0.653109,0.863529,False
pensamiento,issue_1,20,1188,54,0.137,0.665912,0.879817,False
letra,issue_3,8,680,35,0.241,0.667467,0.881231,False
error,issue_4-5,8,668,36,0.228,0.670026,0.883967,False
critica,issue_6,5,458,49,-0.21,0.672775,0.88695,False
cultura,issue_1,22,1188,59,0.147,0.678123,0.893354,False
mirada,issue_4-5,6,668,39,-0.207,0.683959,0.899737,False
moral,issue_4-5,6,668,39,-0.207,0.683959,0.899737,False
autor,issue_3,6,680,39,-0.229,0.684486,0.899779,False
amor,issue_2,8,482,52,0.172,0.687746,0.903412,False
existencia,issue_1,8,1188,27,-0.177,0.688467,0.903707,False
desierto,issue_1,8,1188,28,-0.227,0.689661,0.90462,False
intelectual,issue_2,6,482,54,-0.188,0.692786,0.908064,False
caracter,issue_4-5,9,668,42,0.177,0.694464,0.908953,False
destino,issue_4-5,9,668,42,0.177,0.694464,0.908953,False
juego,issue_1,9,1188,30,-0.163,0.702703,0.919075,False
filosofo,issue_4-5,3,668,12,0.438,0.7111,0.920212,False
fuente,issue_4-5,3,668,12,0.438,0.7111,0.920212,False
heroe,issue_4-5,3,668,12,0.438,0.7111,0.920212,False
maldicion,issue_4-5,3,668,12,0.438,0.7111,0.920212,False
pensar,issue_4-5,3,668,12,0.438,0.7111,0.920212,False
plata,issue_4-5,3,668,12,0.438,0.7111,0.920212,False
sexual,issue_4-5,3,668,12,0.438,0.7111,0.920212,False
cuadro,issue_3,3,680,12,0.416,0.71319,0.920212,False
empresa,issue_3,3,680,12,0.416,0.71319,0.920212,False
filosofo,issue_3,3,680,12,0.416,0.71319,0.920212,False
plata,issue_3,3,680,12,0.416,0.71319,0.920212,False
suicidio,issue_3,3,680,12,0.416,0.71319,0.920212,False
vidrio,issue_3,3,680,12,0.416,0.71319,0.920212,False
violacion,issue_3,3,680,12,0.416,0.71319,0.920212,False
conocimiento,issue_1,12,1188,32,0.162,0.709973,0.920212,False
historico,issue_6,9,458,62,0.158,0.705523,0.920212,False
humano,issue_6,7,458,64,-0.156,0.71107,0.920212,False
lugar,issue_2,7,482,61,-0.161,0.710109,0.920212,False
realidad,issue_2,7,482,63,-0.198,0.711961,0.920212,False
espacio,issue_2,10,482,64,0.181,0.713923,0.920505,False
sistema,issue_3,8,680,49,-0.175,0.716928,0.92307,False
sujeto,issue_1,10,1188,34,-0.194,0.716662,0.92307,False
cultural,issue_4-5,8,668,50,-0.177,0.71763,0.92332,False
posesion,issue_2,3,482,17,0.406,0.7208,0.924258,False
secreto,issue_6,3,458,18,0.398,0.722415,0.924258,False
decision,issue_2,3,482,18,0.339,0.729487,0.924258,False
ojo,issue_2,3,482,18,0.339,0.729487,0.924258,False
conflicto,issue_4-5,3,668,13,0.338,0.724217,0.924258,False
contradiccion,issue_4-5,3,668,13,0.338,0.724217,0.924258,False
medio,issue_4-5,3,668,13,0.338,0.724217,0.924258,False
mito,issue_4-5,3,668,13,0.338,0.724217,0.924258,False
piedad,issue_4-5,3,668,13,0.338,0.724217,0.924258,False
presencia,issue_4-5,3,668,13,0.338,0.724217,0.924258,False
vista,issue_6,3,458,19,0.335,0.730669,0.924258,False
actividad,issue_3,4,680,17,0.316,0.757817,0.924258,False
antiguo,issue_3,4,680,17,0.316,0.757817,0.924258,False
camino,issue_3,3,680,13,0.316,0.727386,0.924258,False
desesperacion,issue_3,3,680,13,0.316,0.727386,0.924258,False
moderno,issue_3,4,680,17,0.316,0.757817,0.924258,False
oposicion,issue_3,4,680,17,0.316,0.757817,0.924258,False
piedad,issue_3,3,680,13,0.316,0.727386,0.924258,False
presencia,issue_3,3,680,13,0.316,0.727386,0.924258,False
pros,issue_3,4,680,17,0.316,0.757817,0.924258,False
retrato,issue_3,3,680,13,0.316,0.727386,0.924258,False
clase,issue_2,4,482,24,0.311,0.764469,0.924258,False
eterno,issue_1,4,1188,10,0.288,0.743218,0.924258,False
mortal,issue_1,4,1188,10,0.288,0.743218,0.924258,False
numero,issue_1,4,1188,10,0.288,0.743218,0.924258,False
organo,issue_1,4,1188,10,0.288,0.743218,0.924258,False
prision,issue_1,4,1188,10,0.288,0.743218,0.924258,False
crepusculo,issue_2,3,482,19,0.276,0.739629,0.924258,False
verso,issue_2,3,482,19,0.276,0.739629,0.924258,False
ojo,issue_4-5,4,668,18,0.266,0.763698,0.924258,False
posicion,issue_2,4,482,25,0.263,0.76949,0.924258,False
carne,issue_3,5,680,22,0.257,0.786483,0.924258,False
censura,issue_3,5,680,22,0.257,0.786483,0.924258,False
critico,issue_3,5,680,22,0.257,0.786483,0.924258,False
concreto,issue_4-5,3,668,14,0.246,0.740131,0.924258,False
crisis,issue_4-5,3,668,14,0.246,0.740131,0.924258,False
invencion,issue_4-5,3,668,14,0.246,0.740131,0.924258,False
practica,issue_4-5,3,668,14,0.246,0.740131,0.924258,False
rio,issue_4-5,3,668,14,0.246,0.740131,0.924258,False
teatro,issue_4-5,3,668,14,0.246,0.740131,0.924258,False
unico,issue_4-5,3,668,14,0.246,0.740131,0.924258,False
voracidad,issue_4-5,3,668,14,0.246,0.740131,0.924258,False
decision,issue_3,4,680,18,0.244,0.766261,0.924258,False
testimonio,issue_3,4,680,18,0.244,0.766261,0.924258,False
pecado,issue_6,4,458,27,0.233,0.773991,0.924258,False
complicidad,issue_3,3,680,14,0.224,0.744219,0.924258,False
interno,issue_3,3,680,14,0.224,0.744219,0.924258,False
intimidad,issue_3,3,680,14,0.224,0.744219,0.924258,False
metonimia,issue_3,3,680,14,0.224,0.744219,0.924258,False
unico,issue_3,3,680,14,0.224,0.744219,0.924258,False
version,issue_3,3,680,14,0.224,0.744219,0.924258,False
continuidad,issue_1,5,1188,13,0.221,0.773348,0.924258,False
identificacion,issue_1,5,1188,13,0.221,0.773348,0.924258,False
disposicion,issue_2,3,482,20,0.217,0.750868,0.924258,False
frances,issue_2,3,482,20,0.217,0.750868,0.924258,False
negro,issue_2,3,482,20,0.217,0.750868,0.924258,False
plano,issue_2,3,482,20,0.217,0.750868,0.924258,False
presente,issue_2,4,482,26,0.217,0.775592,0.924258,False
referencia,issue_2,3,482,20,0.217,0.750868,0.924258,False
soledad,issue_2,4,482,26,0.217,0.775592,0.924258,False
clasico,issue_4-5,4,668,19,0.199,0.773354,0.924258,False
descripcion,issue_4-5,4,668,19,0.199,0.773354,0.924258,False
proceso,issue_4-5,4,668,19,0.199,0.773354,0.924258,False
creencia,issue_3,4,680,19,0.177,0.776776,0.924258,False
descripcion,issue_3,4,680,19,0.177,0.776776,0.924258,False
malo,issue_3,4,680,19,0.177,0.776776,0.924258,False
papel,issue_3,4,680,19,0.177,0.776776,0.924258,False
verosimilitud,issue_3,4,680,19,0.177,0.776776,0.924258,False
ciencia,issue_1,14,1188,37,0.174,0.727765,0.924258,False
interior,issue_2,4,482,27,0.173,0.782593,0.924258,False
sueno,issue_2,10,482,66,0.145,0.719745,0.924258,False
fuerza,issue_1,17,1188,46,0.135,0.754595,0.924258,False
voz,issue_3,14,680,66,0.129,0.753846,0.924258,False
noche,issue_4-5,15,668,72,0.127,0.762117,0.924258,False
escritor,issue_1,15,1188,41,0.12,0.742479,0.924258,False
imagen,issue_1,17,1188,47,0.101,0.758933,0.924258,False
historia,issue_1,44,1188,124,0.065,0.772721,0.924258,False
lenguaje,issue_1,30,1188,93,-0.08,0.740471,0.924258,False
mundo,issue_1,30,1188,94,-0.097,0.74098,0.924258,False
alma,issue_1,26,1188,82,-0.105,0.723986,0.924258,False
realidad,issue_3,11,680,63,-0.108,0.750782,0.924258,False
lengua,issue_2,10,482,83,-0.124,0.748434,0.924258,False
intelectual,issue_4-5,9,668,54,-0.134,0.72986,0.924258,False
pensamiento,issue_4-5,9,668,54,-0.134,0.72986,0.924258,False
pensamiento,issue_3,9,680,54,-0.156,0.729767,0.924258,False
distancia,issue_4-5,3,668,20,-0.176,0.782008,0.924258,False
logica,issue_4-5,3,668,20,-0.176,0.782008,0.924258,False
terror,issue_4-5,3,668,20,-0.176,0.782008,0.924258,False
complicidad,issue_1,4,1188,14,-0.193,0.783022,0.924258,False
declaracion,issue_1,4,1188,14,-0.193,0.783022,0.924258,False
epoca,issue_1,4,1188,14,-0.193,0.783022,0.924258,False
linguistico,issue_1,4,1188,14,-0.193,0.783022,0.924258,False
materialidad,issue_1,4,1188,14,-0.193,0.783022,0.924258,False
resistencia,issue_1,4,1188,14,-0.193,0.783022,0.924258,False
zona,issue_1,4,1188,14,-0.193,0.783022,0.924258,False
disposicion,issue_3,3,680,20,-0.198,0.781425,0.924258,False
distancia,issue_3,3,680,20,-0.198,0.781425,0.924258,False
eternidad,issue_3,3,680,20,-0.198,0.781425,0.924258,False
linea,issue_3,3,680,20,-0.198,0.781425,0.924258,False
significado,issue_3,3,680,20,-0.198,0.781425,0.924258,False
absoluto,issue_4-5,3,668,21,-0.232,0.782454,0.924258,False
nostalgia,issue_4-5,3,668,21,-0.232,0.782454,0.924258,False
oficial,issue_4-5,3,668,21,-0.232,0.782454,0.924258,False
amenaza,issue_1,3,1188,11,-0.233,0.758572,0.924258,False
cadaver,issue_1,3,1188,11,-0.233,0.758572,0.924258,False
cambio,issue_1,3,1188,11,-0.233,0.758572,0.924258,False
colectivo,issue_1,3,1188,11,-0.233,0.758572,0.924258,False
confesion,issue_1,3,1188,11,-0.233,0.758572,0.924258,False
discontinuidad,issue_1,3,1188,11,-0.233,0.758572,0.924258,False
enunciar,issue_1,3,1188,11,-0.233,0.758572,0.924258,False
pacto,issue_1,3,1188,11,-0.233,0.758572,0.924258,False
regla,issue_1,3,1188,11,-0.233,0.758572,0.924258,False
sentimiento,issue_1,3,1188,11,-0.233,0.758572,0.924258,False
ventana,issue_1,3,1188,11,-0.233,0.758572,0.924258,False
oficial,issue_3,3,680,21,-0.254,0.782809,0.924258,False
realismo,issue_3,3,680,21,-0.254,0.782809,0.924258,False
ambiguedad,issue_1,4,1188,15,-0.285,0.785748,0.924258,False
cabeza,issue_1,4,1188,15,-0.285,0.785748,0.924258,False
causa,issue_4-5,3,668,22,-0.285,0.78521,0.924258,False
fragmento,issue_1,4,1188,15,-0.285,0.785748,0.924258,False
inocencia,issue_1,4,1188,15,-0.285,0.785748,0.924258,False
misterio,issue_4-5,3,668,22,-0.285,0.78521,0.924258,False
necesidad,issue_1,4,1188,15,-0.285,0.785748,0.924258,False
psicoanalisis,issue_1,4,1188,15,-0.285,0.785748,0.924258,False
contacto,issue_1,3,1188,12,-0.345,0.761603,0.924258,False
cuadro,issue_1,3,1188,12,-0.345,0.761603,0.924258,False
decadencia,issue_1,3,1188,12,-0.345,0.761603,0.924258,False
diferencia,issue_1,3,1188,12,-0.345,0.761603,0.924258,False
dignidad,issue_1,3,1188,12,-0.345,0.761603,0.924258,False
espectaculo,issue_1,3,1188,12,-0.345,0.761603,0.924258,False
fuente,issue_1,3,1188,12,-0.345,0.761603,0.924258,False
sexual,issue_1,3,1188,12,-0.345,0.761603,0.924258,False
subversion,issue_1,3,1188,12,-0.345,0.761603,0.924258,False
tormento,issue_1,3,1188,12,-0.345,0.761603,0.924258,False
limite,issue_4-5,5,668,23,0.223,0.789976,0.925967,False
oscuridad,issue_4-5,5,668,23,0.223,0.789976,0.925967,False
universo,issue_4-5,5,668,23,0.223,0.789976,0.925967,False
ensayo,issue_2,3,482,29,-0.201,0.788816,0.925967,False
oro,issue_3,5,680,23,0.201,0.792118,0.927073,False
raza,issue_3,5,680,23,0.201,0.792118,0.927073,False
publico,issue_2,3,482,31,-0.275,0.792449,0.927073,False
produccion,issue_1,6,1188,16,0.176,0.794882,0.929322,False
punto,issue_6,5,458,34,0.206,0.797497,0.931181,False
hombre,issue_1,22,1188,68,-0.072,0.797465,0.931181,False
natural,issue_3,5,680,24,0.148,0.799379,0.93278,False
expresion,issue_1,7,1188,18,0.229,0.803793,0.932985,False
testimonio,issue_1,7,1188,18,0.229,0.803793,0.932985,False
procedimiento,issue_6,5,458,35,0.173,0.801524,0.932985,False
estructura,issue_3,4,680,25,-0.152,0.803563,0.932985,False
media,issue_3,4,680,25,-0.152,0.803563,0.932985,False
real,issue_3,4,680,25,-0.152,0.803563,0.932985,False
cosa,issue_1,5,1188,17,-0.167,0.801294,0.932985,False
pros,issue_1,5,1188,17,-0.167,0.801294,0.932985,False
esperanza,issue_4-5,4,668,26,-0.176,0.804173,0.932985,False
filosofia,issue_6,5,458,36,0.14,0.806174,0.93471,False
ciudad,issue_3,4,680,27,-0.242,0.806876,0.934927,False
forma,issue_4-5,6,668,28,0.195,0.809081,0.935234,False
malo,issue_1,7,1188,19,0.145,0.811257,0.935234,False
verosimilitud,issue_1,7,1188,19,0.145,0.811257,0.935234,False
movimiento,issue_2,5,482,35,0.113,0.810028,0.935234,False
literatura,issue_1,60,1188,181,-0.045,0.809445,0.935234,False
naturaleza,issue_6,4,458,37,-0.125,0.810704,0.935234,False
tortura,issue_2,4,482,36,-0.154,0.809995,0.935234,False
arte,issue_6,4,458,38,-0.155,0.810736,0.935234,False
ausencia,issue_4-5,6,668,29,0.151,0.813665,0.93623,False
miedo,issue_4-5,6,668,29,0.151,0.813665,0.93623,False
simbolico,issue_4-5,6,668,29,0.151,0.813665,0.93623,False
retorico,issue_2,6,482,39,0.187,0.814591,0.936697,False
agua,issue_1,6,1188,20,-0.148,0.815617,0.936697,False
enemigo,issue_1,6,1188,20,-0.148,0.815617,0.936697,False
ausencia,issue_3,6,680,29,0.129,0.816241,0.936822,False
recordar,issue_3,5,680,30,-0.122,0.820079,0.940634,False
conocimiento,issue_4-5,5,668,32,-0.176,0.821511,0.941681,False
operacion,issue_1,8,1188,22,0.122,0.82425,0.944226,False
espejo,issue_3,7,680,33,0.152,0.825349,0.944889,False
espanol,issue_1,7,1188,23,-0.134,0.827233,0.945856,False
limite,issue_1,7,1188,23,-0.134,0.827233,0.945856,False
humanidad,issue_1,9,1188,24,0.167,0.82941,0.947187,False
punto,issue_3,7,680,34,0.115,0.82944,0.947187,False
hijo,issue_4-5,7,668,35,0.101,0.831521,0.948968,False
cultural,issue_6,7,458,50,0.128,0.833003,0.949314,False
comun,issue_3,6,680,35,-0.101,0.833007,0.949314,False
nombre,issue_4-5,6,668,37,-0.145,0.833914,0.949314,False
teoria,issue_4-5,6,668,37,-0.145,0.833914,0.949314,False
real,issue_1,9,1188,25,0.104,0.834887,0.949827,False
luz,issue_4-5,8,668,38,0.159,0.835542,0.949978,False
enunciacion,issue_2,6,482,51,-0.123,0.838515,0.952167,False
obra,issue_2,6,482,51,-0.123,0.838515,0.952167,False
escritor,issue_3,7,680,41,-0.115,0.84357,0.95731,False
vision,issue_2,8,482,55,0.106,0.844266,0.957502,False
