lemma,issue,a,n_issue_paras,n_lemma_paras,log_odds,p,q,significant
experiencia,issue_1,11,1188,31,0.078,0.851415,0.964406,False
publico,issue_1,11,1188,31,0.078,0.851415,0.964406,False
imagen,issue_3,8,680,47,-0.125,0.852931,0.965523,False
personaje,issue_3,10,680,49,0.089,0.856565,0.969032,False
tradicion,issue_4-5,9,668,52,-0.088,0.859791,0.971179,False
amor,issue_3,9,680,52,-0.11,0.860065,0.971179,False
tradicion,issue_3,9,680,52,-0.11,0.860065,0.971179,False
lector,issue_1,13,1188,40,-0.057,0.868712,0.980334,False
funcion,issue_1,15,1188,42,0.083,0.870416,0.981648,False
interpretacion,issue_1,15,1188,46,-0.055,0.8769,0.987123,False
sueno,issue_3,12,680,66,-0.061,0.876214,0.987123,False
hombre,issue_4-5,12,668,68,-0.075,0.876611,0.987123,False
lenguaje,issue_2,12,482,93,-0.052,0.879912,0.989901,False
vida,issue_4-5,16,668,82,0.042,0.888045,0.998433,False
operacion,issue_6,3,458,22,0.167,1.0,1.0,False
categoria,issue_4-5,3,668,15,0.163,1.0,1.0,False
perspectiva,issue_4-5,3,668,15,0.163,1.0,1.0,False
origen,issue_2,3,482,21,0.161,1.0,1.0,False
aspecto,issue_1,4,1188,11,0.145,1.0,1.0,False
fracaso,issue_1,4,1188,11,0.145,1.0,1.0,False
gesto,issue_1,4,1188,11,0.145,1.0,1.0,False
modernismo,issue_1,4,1188,11,0.145,1.0,1.0,False
principe,issue_1,4,1188,11,0.145,1.0,1.0,False
reflexion,issue_1,4,1188,11,0.145,1.0,1.0,False
temporal,issue_1,4,1188,11,0.145,1.0,1.0,False
cabeza,issue_3,3,680,15,0.14,1.0,1.0,False
cita,issue_3,3,680,15,0.14,1.0,1.0,False
copia,issue_3,3,680,15,0.14,1.0,1.0,False
estilistico,issue_3,3,680,15,0.14,1.0,1.0,False
original,issue_3,3,680,15,0.14,1.0,1.0,False
psicoanalisis,issue_3,3,680,15,0.14,1.0,1.0,False
ruido,issue_3,3,680,15,0.14,1.0,1.0,False
estetico,issue_4-5,4,668,20,0.136,1.0,1.0,False
fisico,issue_4-5,4,668,20,0.136,1.0,1.0,False
frase,issue_4-5,4,668,20,0.136,1.0,1.0,False
textual,issue_2,4,482,28,0.131,1.0,1.0,False
real,issue_4-5,5,668,25,0.12,1.0,1.0,False
acontecimiento,issue_6,3,458,23,0.117,1.0,1.0,False
frances,issue_3,4,680,20,0.114,1.0,1.0,False
compromiso,issue_1,5,1188,14,0.109,1.0,1.0,False
crisis,issue_1,5,1188,14,0.109,1.0,1.0,False
doctrina,issue_1,5,1188,14,0.109,1.0,1.0,False
futuro,issue_1,5,1188,14,0.109,1.0,1.0,False
honor,issue_1,5,1188,14,0.109,1.0,1.0,False
invencion,issue_1,5,1188,14,0.109,1.0,1.0,False
matrimonio,issue_1,5,1188,14,0.109,1.0,1.0,False
metonimia,issue_1,5,1188,14,0.109,1.0,1.0,False
parodiar,issue_1,5,1188,14,0.109,1.0,1.0,False
realista,issue_1,5,1188,14,0.109,1.0,1.0,False
rio,issue_1,5,1188,14,0.109,1.0,1.0,False
sacrificio,issue_1,5,1188,14,0.109,1.0,1.0,False
carta,issue_2,3,482,22,0.108,1.0,1.0,False
ciencia,issue_6,5,458,37,0.108,1.0,1.0,False
defensa,issue_2,3,482,22,0.108,1.0,1.0,False
operacion,issue_2,3,482,22,0.108,1.0,1.0,False
personal,issue_3,5,680,25,0.098,1.0,1.0,False
fantastico,issue_3,6,680,30,0.087,1.0,1.0,False
juego,issue_3,6,680,30,0.087,1.0,1.0,False
sol,issue_3,6,680,30,0.087,1.0,1.0,False
conducta,issue_1,6,1188,17,0.085,1.0,1.0,False
economia,issue_4-5,3,668,16,0.085,1.0,1.0,False
hermano,issue_1,6,1188,17,0.085,1.0,1.0,False
seduccion,issue_1,6,1188,17,0.085,1.0,1.0,False
justicia,issue_3,7,680,35,0.079,1.0,1.0,False
movimiento,issue_3,7,680,35,0.079,1.0,1.0,False
enigma,issue_4-5,4,668,21,0.077,1.0,1.0,False
ideologico,issue_4-5,4,668,21,0.077,1.0,1.0,False
presente,issue_4-5,5,668,26,0.072,1.0,1.0,False
campo,issue_4-5,6,668,31,0.069,1.0,1.0,False
trabajo,issue_4-5,6,668,31,0.069,1.0,1.0,False
distancia,issue_1,7,1188,20,0.068,1.0,1.0,False
imaginacion,issue_1,7,1188,20,0.068,1.0,1.0,False
significado,issue_1,7,1188,20,0.068,1.0,1.0,False
color,issue_3,3,680,16,0.063,1.0,1.0,False
universal,issue_3,3,680,16,0.063,1.0,1.0,False
musica,issue_2,3,482,23,0.057,1.0,1.0,False
pais,issue_2,3,482,23,0.057,1.0,1.0,False
enigma,issue_3,4,680,21,0.055,1.0,1.0,False
nacion,issue_3,4,680,21,0.055,1.0,1.0,False
origen,issue_3,4,680,21,0.055,1.0,1.0,False
padre,issue_3,4,680,21,0.055,1.0,1.0,False
universo,issue_1,8,1188,23,0.055,1.0,1.0,False
blanco,issue_2,4,482,30,0.052,1.0,1.0,False
imaginario,issue_3,5,680,26,0.05,1.0,1.0,False
piel,issue_3,5,680,26,0.05,1.0,1.0,False
razon,issue_3,5,680,26,0.05,1.0,1.0,False
teoria,issue_2,5,482,37,0.049,1.0,1.0,False
mujer,issue_1,9,1188,26,0.044,1.0,1.0,False
conciencia,issue_4-5,13,668,67,0.04,1.0,1.0,False
etico,issue_3,9,680,46,0.04,1.0,1.0,False
novela,issue_2,13,482,93,0.04,1.0,1.0,False
social,issue_1,24,1188,69,0.037,0.898679,1.0,False
acto,issue_4-5,8,668,42,0.034,1.0,1.0,False
tradicion,issue_1,18,1188,52,0.032,1.0,1.0,False
ideologia,issue_4-5,5,668,27,0.026,1.0,1.0,False
voz,issue_2,9,482,66,0.025,1.0,1.0,False
justicia,issue_1,12,1188,35,0.024,1.0,1.0,False
posicion,issue_6,3,458,25,0.023,1.0,1.0,False
carne,issue_4-5,4,668,22,0.021,1.0,1.0,False
censura,issue_4-5,4,668,22,0.021,1.0,1.0,False
persona,issue_4-5,4,668,22,0.021,1.0,1.0,False
heroe,issue_1,4,1188,12,0.019,1.0,1.0,False
lucha,issue_1,4,1188,12,0.019,1.0,1.0,False
retorica,issue_1,4,1188,12,0.019,1.0,1.0,False
singularidad,issue_1,4,1188,12,0.019,1.0,1.0,False
narrador,issue_2,5,482,38,0.018,1.0,1.0,False
ficcion,issue_6,7,458,55,0.017,1.0,1.0,False
valor,issue_2,4,482,31,0.015,1.0,1.0,False
aplicacion,issue_4-5,3,668,17,0.013,1.0,1.0,False
moderno,issue_4-5,3,668,17,0.013,1.0,1.0,False
oposicion,issue_4-5,3,668,17,0.013,1.0,1.0,False
identidad,issue_3,8,680,42,0.012,1.0,1.0,False
naturaleza,issue_3,7,680,37,0.01,1.0,1.0,False
agente,issue_1,5,1188,15,0.008,1.0,1.0,False
aire,issue_1,5,1188,15,0.008,1.0,1.0,False
amistad,issue_1,5,1188,15,0.008,1.0,1.0,False
copia,issue_1,5,1188,15,0.008,1.0,1.0,False
destruccion,issue_1,5,1188,15,0.008,1.0,1.0,False
estilistico,issue_1,5,1188,15,0.008,1.0,1.0,False
romanticismo,issue_1,5,1188,15,0.008,1.0,1.0,False
lenguaje,issue_3,18,680,93,0.007,1.0,1.0,False
codigo,issue_4-5,8,668,43,0.005,1.0,1.0,False
simbolo,issue_3,5,680,27,0.004,1.0,1.0,False
social,issue_4-5,13,668,69,0.003,1.0,1.0,False
artista,issue_1,6,1188,18,0.001,1.0,1.0,False
cuento,issue_1,6,1188,18,0.001,1.0,1.0,False
escritura,issue_1,46,1188,135,0.0,1.0,1.0,False
carta,issue_3,4,680,22,-0.001,1.0,1.0,False
literario,issue_1,47,1188,138,-0.001,1.0,1.0,False
memoria,issue_3,4,680,22,-0.001,1.0,1.0,False
metafisico,issue_3,4,680,22,-0.001,1.0,1.0,False
persona,issue_3,4,680,22,-0.001,1.0,1.0,False
convencion,issue_1,7,1188,21,-0.004,1.0,1.0,False
signo,issue_1,7,1188,21,-0.004,1.0,1.0,False
tiempo,issue_3,20,680,104,-0.004,1.0,1.0,False
silencio,issue_3,11,680,58,-0.006,1.0,1.0,False
natural,issue_1,8,1188,24,-0.008,1.0,1.0,False
infinito,issue_3,3,680,17,-0.009,1.0,1.0,False
materno,issue_3,3,680,17,-0.009,1.0,1.0,False
posesion,issue_3,3,680,17,-0.009,1.0,1.0,False
ideologia,issue_1,9,1188,27,-0.012,1.0,1.0,False
territorio,issue_6,3,458,26,-0.021,1.0,1.0,False
tierra,issue_2,4,482,32,-0.021,1.0,1.0,False
libertad,issue_1,15,1188,45,-0.022,1.0,1.0,False
sangre,issue_4-5,8,668,44,-0.023,1.0,1.0,False
argentino,issue_4-5,11,668,60,-0.025,1.0,1.0,False
cultura,issue_3,11,680,59,-0.027,1.0,1.0,False
dolor,issue_1,22,1188,66,-0.027,1.0,1.0,False
autor,issue_4-5,7,668,39,-0.032,1.0,1.0,False
viaje,issue_4-5,4,668,23,-0.032,1.0,1.0,False
media,issue_2,3,482,25,-0.036,1.0,1.0,False
personal,issue_2,3,482,25,-0.036,1.0,1.0,False
real,issue_2,3,482,25,-0.036,1.0,1.0,False
literatura,issue_2,24,482,181,-0.038,0.912057,1.0,False
escena,issue_3,5,680,28,-0.04,1.0,1.0,False
pasion,issue_4-5,6,668,34,-0.044,1.0,1.0,False
punto,issue_4-5,6,668,34,-0.044,1.0,1.0,False
literario,issue_2,18,482,138,-0.051,0.899945,1.0,False
artista,issue_4-5,3,668,18,-0.054,1.0,1.0,False
infancia,issue_4-5,3,668,18,-0.054,1.0,1.0,False
jardin,issue_4-5,3,668,18,-0.054,1.0,1.0,False
limite,issue_3,4,680,23,-0.054,1.0,1.0,False
secreto,issue_4-5,3,668,18,-0.054,1.0,1.0,False
teoria,issue_1,12,1188,37,-0.059,1.0,1.0,False
cultural,issue_3,9,680,50,-0.063,1.0,1.0,False
interior,issue_6,3,458,27,-0.063,1.0,1.0,False
lector,issue_4-5,7,668,40,-0.063,1.0,1.0,False
edad,issue_3,6,680,34,-0.066,1.0,1.0,False
locura,issue_1,8,1188,25,-0.068,1.0,1.0,False
metafisico,issue_1,7,1188,22,-0.071,1.0,1.0,False
expresion,issue_3,3,680,18,-0.076,1.0,1.0,False
religion,issue_3,3,680,18,-0.076,1.0,1.0,False
reloj,issue_3,3,680,18,-0.076,1.0,1.0,False
personaje,issue_2,6,482,49,-0.077,1.0,1.0,False
voluntad,issue_4-5,6,668,35,-0.079,1.0,1.0,False
familia,issue_4-5,4,668,24,-0.082,1.0,1.0,False
miedo,issue_3,5,680,29,-0.082,1.0,1.0,False
natural,issue_4-5,4,668,24,-0.082,1.0,1.0,False
religioso,issue_4-5,4,668,24,-0.082,1.0,1.0,False
cientifico,issue_1,5,1188,16,-0.083,1.0,1.0,False
construccion,issue_1,5,1188,16,-0.083,1.0,1.0,False
felicidad,issue_1,5,1188,16,-0.083,1.0,1.0,False
grupo,issue_1,5,1188,16,-0.083,1.0,1.0,False
verbal,issue_1,5,1188,16,-0.083,1.0,1.0,False
edad,issue_2,4,482,34,-0.09,1.0,1.0,False
pasion,issue_2,4,482,34,-0.09,1.0,1.0,False
sujeto,issue_2,4,482,34,-0.09,1.0,1.0,False
contemporaneo,issue_1,4,1188,13,-0.093,1.0,1.0,False
mito,issue_1,4,1188,13,-0.093,1.0,1.0,False
obligacion,issue_1,4,1188,13,-0.093,1.0,1.0,False
recuerdo,issue_1,4,1188,13,-0.093,1.0,1.0,False
destino,issue_2,5,482,42,-0.096,1.0,1.0,False
identidad,issue_2,5,482,42,-0.096,1.0,1.0,False
condicion,issue_4-5,5,668,30,-0.1,1.0,1.0,False
biblioteca,issue_1,3,1188,10,-0.107,1.0,1.0,False
ceremonia,issue_1,3,1188,10,-0.107,1.0,1.0,False
eleccion,issue_1,3,1188,10,-0.107,1.0,1.0,False
excepcion,issue_1,3,1188,10,-0.107,1.0,1.0,False
facultad,issue_1,3,1188,10,-0.107,1.0,1.0,False
intimo,issue_1,3,1188,10,-0.107,1.0,1.0,False
medico,issue_1,3,1188,10,-0.107,1.0,1.0,False
menor,issue_1,3,1188,10,-0.107,1.0,1.0,False
situacion,issue_1,3,1188,10,-0.107,1.0,1.0,False
temporalidad,issue_1,3,1188,10,-0.107,1.0,1.0,False
topico,issue_1,3,1188,10,-0.107,1.0,1.0,False
vocacion,issue_1,3,1188,10,-0.107,1.0,1.0,False
piedra,issue_4-5,3,668,19,-0.116,1.0,1.0,False
vista,issue_4-5,3,668,19,-0.116,1.0,1.0,False
ciudad,issue_2,3,482,27,-0.122,1.0,1.0,False
objeto,issue_2,3,482,27,-0.122,1.0,1.0,False
pecado,issue_2,3,482,27,-0.122,1.0,1.0,False
ritual,issue_3,3,680,19,-0.139,1.0,1.0,False
vista,issue_3,3,680,19,-0.139,1.0,1.0,False
estetica,issue_6,3,458,29,-0.142,1.0,1.0,False
simbolico,issue_6,3,458,29,-0.142,1.0,1.0,False
