pid_a,pid_b,shared_gold,e_cos,copen_jac,cclosed_jac
Grüner_Entredichos_1_p9,Grüner_Entredichos_1_p12,1,0.4778,0.037,0.4545
Grüner_Entredichos_1_p9,Grüner_Entredichos_1_p13,0,0.3874,0.0,0.5556
Grüner_Entredichos_1_p9,Gusmán_Entredichos_1_p1,0,0.2427,0.0,0.1111
Grüner_Entredichos_1_p9,Gusmán_Entredichos_1_p2,0,0.2436,0.0,0.0909
Grüner_Entredichos_1_p9,Gusmán_Entredichos_1_p3,0,0.275,0.0,0.3
Grüner_Entredichos_1_p9,Gusmán_Entredichos_1_p5,0,0.2824,0.0,0.1818
Grüner_Entredichos_1_p9,Gusmán_Entredichos_1_p6,0,0.3122,0.04,0.0909
Grüner_Entredichos_1_p9,Gusmán_Entredichos_1_p7,0,0.3255,0.0455,0.2
Grüner_Entredichos_1_p9,Gusmán_Entredichos_1_p8,0,0.3536,0.0,0.2
Grüner_Entredichos_1_p9,Gusmán_Entredichos_1_p10,0,0.3729,0.0,0.2
Grüner_Entredichos_1_p9,Gusmán_Entredichos_1_p12,0,0.4107,0.0,0.7143
Grüner_Entredichos_1_p9,Gusmán_Entredichos_1_p13,0,0.3589,0.0,0.2222
Grüner_Entredichos_1_p9,Gusmán_Entredichos_1_p15,0,0.2977,0.0,0.5556
Grüner_Entredichos_1_p9,Gusmán_Entredichos_1_p16,0,0.3239,0.05,0.5556
Grüner_Entredichos_1_p10,Grüner_Entredichos_1_p11,0,0.4805,0.0455,0.5
Grüner_Entredichos_1_p10,Grüner_Entredichos_1_p12,1,0.5803,0.0294,0.3571
Grüner_Entredichos_1_p10,Grüner_Entredichos_1_p13,0,0.5385,0.0,0.4167
Grüner_Entredichos_1_p10,Gusmán_Entredichos_1_p1,0,0.4385,0.0,0.1818
Grüner_Entredichos_1_p10,Gusmán_Entredichos_1_p2,0,0.3892,0.0,0.0714
Grüner_Entredichos_1_p10,Gusmán_Entredichos_1_p3,0,0.3672,0.0,0.4545
Grüner_Entredichos_1_p10,Gusmán_Entredichos_1_p5,0,0.4112,0.0,0.2308
Grüner_Entredichos_1_p10,Gusmán_Entredichos_1_p6,0,0.3534,0.0,0.1538
Grüner_Entredichos_1_p10,Gusmán_Entredichos_1_p7,0,0.4941,0.0345,0.25
Grüner_Entredichos_1_p10,Gusmán_Entredichos_1_p8,0,0.42,0.0,0.3636
Grüner_Entredichos_1_p10,Gusmán_Entredichos_1_p10,0,0.4469,0.0333,0.3636
Grüner_Entredichos_1_p10,Gusmán_Entredichos_1_p12,0,0.5071,0.0417,0.5
Grüner_Entredichos_1_p10,Gusmán_Entredichos_1_p13,0,0.491,0.0,0.1667
Grüner_Entredichos_1_p10,Gusmán_Entredichos_1_p15,0,0.4659,0.0417,0.4167
Grüner_Entredichos_1_p10,Gusmán_Entredichos_1_p16,0,0.4533,0.0,0.5455
Grüner_Entredichos_1_p11,Grüner_Entredichos_1_p12,1,0.5672,0.0,0.4545
Grüner_Entredichos_1_p11,Grüner_Entredichos_1_p13,1,0.5404,0.0476,0.5556
Grüner_Entredichos_1_p11,Gusmán_Entredichos_1_p1,0,0.3931,0.0,0.1111
Grüner_Entredichos_1_p11,Gusmán_Entredichos_1_p2,1,0.3157,0.0,0.0909
Grüner_Entredichos_1_p11,Gusmán_Entredichos_1_p3,0,0.3523,0.0,0.1818
Grüner_Entredichos_1_p11,Gusmán_Entredichos_1_p5,0,0.4298,0.0,0.0833
Grüner_Entredichos_1_p11,Gusmán_Entredichos_1_p6,0,0.3791,0.0,0.0
Grüner_Entredichos_1_p11,Gusmán_Entredichos_1_p7,0,0.4258,0.05,0.2
Grüner_Entredichos_1_p11,Gusmán_Entredichos_1_p8,0,0.4426,0.0,0.0909
Grüner_Entredichos_1_p11,Gusmán_Entredichos_1_p10,0,0.4348,0.0476,0.0909
Grüner_Entredichos_1_p11,Gusmán_Entredichos_1_p12,1,0.5931,0.0,0.5
Grüner_Entredichos_1_p11,Gusmán_Entredichos_1_p13,1,0.5092,0.0,0.2222
Grüner_Entredichos_1_p11,Gusmán_Entredichos_1_p15,1,0.4802,0.0,0.75
Grüner_Entredichos_1_p11,Gusmán_Entredichos_1_p16,0,0.4534,0.0556,0.5556
Grüner_Entredichos_1_p12,Grüner_Entredichos_1_p13,1,0.6088,0.0303,0.3846
Grüner_Entredichos_1_p12,Gusmán_Entredichos_1_p1,0,0.3698,0.0,0.0769
Grüner_Entredichos_1_p12,Gusmán_Entredichos_1_p2,1,0.3102,0.0,0.0
Grüner_Entredichos_1_p12,Gusmán_Entredichos_1_p3,0,0.3833,0.0,0.1333
Grüner_Entredichos_1_p12,Gusmán_Entredichos_1_p5,1,0.422,0.0,0.0625
Grüner_Entredichos_1_p12,Gusmán_Entredichos_1_p6,0,0.369,0.0,0.0
Grüner_Entredichos_1_p12,Gusmán_Entredichos_1_p7,1,0.5196,0.0645,0.2308
Grüner_Entredichos_1_p12,Gusmán_Entredichos_1_p8,0,0.4479,0.0,0.0667
Grüner_Entredichos_1_p12,Gusmán_Entredichos_1_p10,0,0.4608,0.0303,0.0667
Grüner_Entredichos_1_p12,Gusmán_Entredichos_1_p12,1,0.6672,0.0769,0.4545
Grüner_Entredichos_1_p12,Gusmán_Entredichos_1_p13,1,0.548,0.0357,0.1538
Grüner_Entredichos_1_p12,Gusmán_Entredichos_1_p15,1,0.4907,0.037,0.3846
Grüner_Entredichos_1_p12,Gusmán_Entredichos_1_p16,0,0.4458,0.0333,0.6364
Grüner_Entredichos_1_p13,Gusmán_Entredichos_1_p1,0,0.3959,0.0,0.0909
Grüner_Entredichos_1_p13,Gusmán_Entredichos_1_p2,1,0.3469,0.0,0.0769
Grüner_Entredichos_1_p13,Gusmán_Entredichos_1_p3,0,0.4281,0.0357,0.25
Grüner_Entredichos_1_p13,Gusmán_Entredichos_1_p5,0,0.443,0.0,0.25
Grüner_Entredichos_1_p13,Gusmán_Entredichos_1_p6,0,0.349,0.0323,0.0769
Grüner_Entredichos_1_p13,Gusmán_Entredichos_1_p7,0,0.4211,0.0741,0.1667
Grüner_Entredichos_1_p13,Gusmán_Entredichos_1_p8,0,0.4399,0.0357,0.0769
Grüner_Entredichos_1_p13,Gusmán_Entredichos_1_p10,0,0.5006,0.0,0.1667
Grüner_Entredichos_1_p13,Gusmán_Entredichos_1_p12,1,0.5885,0.0,0.4
Grüner_Entredichos_1_p13,Gusmán_Entredichos_1_p13,1,0.5625,0.0417,0.3
Grüner_Entredichos_1_p13,Gusmán_Entredichos_1_p15,1,0.5056,0.0435,0.6
Grüner_Entredichos_1_p13,Gusmán_Entredichos_1_p16,0,0.3891,0.0,0.4545
Gusmán_Entredichos_1_p1,Gusmán_Entredichos_1_p2,0,0.5061,0.0,0.1111
Gusmán_Entredichos_1_p1,Gusmán_Entredichos_1_p3,0,0.5134,0.0,0.2222
Gusmán_Entredichos_1_p1,Gusmán_Entredichos_1_p5,1,0.4802,0.0556,0.5714
Gusmán_Entredichos_1_p1,Gusmán_Entredichos_1_p6,1,0.5777,0.0741,0.4286
Gusmán_Entredichos_1_p1,Gusmán_Entredichos_1_p7,0,0.4972,0.0,0.4286
Gusmán_Entredichos_1_p1,Gusmán_Entredichos_1_p8,0,0.477,0.0,0.25
Gusmán_Entredichos_1_p1,Gusmán_Entredichos_1_p10,0,0.5555,0.08,0.4286
Gusmán_Entredichos_1_p1,Gusmán_Entredichos_1_p12,0,0.3639,0.1053,0.1111
Gusmán_Entredichos_1_p1,Gusmán_Entredichos_1_p13,0,0.4213,0.0476,0.2857
Gusmán_Entredichos_1_p1,Gusmán_Entredichos_1_p15,0,0.4017,0.0,0.2
Gusmán_Entredichos_1_p1,Gusmán_Entredichos_1_p16,0,0.4233,0.0,0.2
Gusmán_Entredichos_1_p2,Gusmán_Entredichos_1_p3,0,0.4303,0.0455,0.1818
Gusmán_Entredichos_1_p2,Gusmán_Entredichos_1_p5,0,0.4707,0.0667,0.3
Gusmán_Entredichos_1_p2,Gusmán_Entredichos_1_p6,0,0.47,0.0,0.5
Gusmán_Entredichos_1_p2,Gusmán_Entredichos_1_p7,0,0.5157,0.0455,0.0909
Gusmán_Entredichos_1_p2,Gusmán_Entredichos_1_p8,0,0.3148,0.0,0.0909
Gusmán_Entredichos_1_p2,Gusmán_Entredichos_1_p10,0,0.3334,0.0,0.2
Gusmán_Entredichos_1_p2,Gusmán_Entredichos_1_p12,1,0.3167,0.0,0.0909
Gusmán_Entredichos_1_p2,Gusmán_Entredichos_1_p13,1,0.3692,0.0,0.2222
Gusmán_Entredichos_1_p2,Gusmán_Entredichos_1_p15,1,0.446,0.0,0.1667
Gusmán_Entredichos_1_p2,Gusmán_Entredichos_1_p16,0,0.4212,0.0,0.0
Gusmán_Entredichos_1_p3,Gusmán_Entredichos_1_p5,0,0.3994,0.05,0.4
Gusmán_Entredichos_1_p3,Gusmán_Entredichos_1_p6,0,0.4259,0.0333,0.3
Gusmán_Entredichos_1_p3,Gusmán_Entredichos_1_p7,0,0.4551,0.037,0.1818
Gusmán_Entredichos_1_p3,Gusmán_Entredichos_1_p8,0,0.419,0.037,0.3
Gusmán_Entredichos_1_p3,Gusmán_Entredichos_1_p10,0,0.4564,0.0,0.625
Gusmán_Entredichos_1_p3,Gusmán_Entredichos_1_p12,0,0.4081,0.0,0.3
Gusmán_Entredichos_1_p3,Gusmán_Entredichos_1_p13,0,0.4341,0.0,0.3333
Gusmán_Entredichos_1_p3,Gusmán_Entredichos_1_p15,0,0.4082,0.0,0.1538
Gusmán_Entredichos_1_p3,Gusmán_Entredichos_1_p16,0,0.3442,0.0,0.25
Gusmán_Entredichos_1_p5,Gusmán_Entredichos_1_p6,1,0.5793,0.0,0.625
Gusmán_Entredichos_1_p5,Gusmán_Entredichos_1_p7,0,0.4424,0.05,0.3
Gusmán_Entredichos_1_p5,Gusmán_Entredichos_1_p8,0,0.43,0.05,0.3
Gusmán_Entredichos_1_p5,Gusmán_Entredichos_1_p10,0,0.455,0.0476,0.625
Gusmán_Entredichos_1_p5,Gusmán_Entredichos_1_p12,0,0.3953,0.0,0.1818
Gusmán_Entredichos_1_p5,Gusmán_Entredichos_1_p13,0,0.4152,0.0,0.3333
Gusmán_Entredichos_1_p5,Gusmán_Entredichos_1_p15,0,0.4391,0.0,0.25
Gusmán_Entredichos_1_p5,Gusmán_Entredichos_1_p16,0,0.3796,0.0,0.1538
Gusmán_Entredichos_1_p6,Gusmán_Entredichos_1_p7,0,0.4492,0.0,0.2
Gusmán_Entredichos_1_p6,Gusmán_Entredichos_1_p8,0,0.3758,0.0333,0.3333
Gusmán_Entredichos_1_p6,Gusmán_Entredichos_1_p10,0,0.3846,0.0323,0.5
Gusmán_Entredichos_1_p6,Gusmán_Entredichos_1_p12,0,0.3836,0.0,0.0909
Gusmán_Entredichos_1_p6,Gusmán_Entredichos_1_p13,0,0.3817,0.0385,0.2222
Gusmán_Entredichos_1_p6,Gusmán_Entredichos_1_p15,0,0.4095,0.0,0.0769
Gusmán_Entredichos_1_p6,Gusmán_Entredichos_1_p16,0,0.3465,0.0,0.0769
Gusmán_Entredichos_1_p7,Gusmán_Entredichos_1_p8,0,0.391,0.0,0.0909
Gusmán_Entredichos_1_p7,Gusmán_Entredichos_1_p10,0,0.3713,0.0,0.2
Gusmán_Entredichos_1_p7,Gusmán_Entredichos_1_p12,0,0.4999,0.0,0.0909
Gusmán_Entredichos_1_p7,Gusmán_Entredichos_1_p13,0,0.4636,0.0435,0.2222
Gusmán_Entredichos_1_p7,Gusmán_Entredichos_1_p15,0,0.5187,0.0952,0.2727
Gusmán_Entredichos_1_p7,Gusmán_Entredichos_1_p16,0,0.3816,0.0,0.2727
Gusmán_Entredichos_1_p8,Gusmán_Entredichos_1_p10,1,0.7451,0.16,0.5
Gusmán_Entredichos_1_p8,Gusmán_Entredichos_1_p12,1,0.4478,0.0,0.2
Gusmán_Entredichos_1_p8,Gusmán_Entredichos_1_p13,0,0.4177,0.0,0.0
Gusmán_Entredichos_1_p8,Gusmán_Entredichos_1_p15,0,0.3656,0.0,0.0769
Gusmán_Entredichos_1_p8,Gusmán_Entredichos_1_p16,0,0.3359,0.0,0.1667
Gusmán_Entredichos_1_p10,Gusmán_Entredichos_1_p12,1,0.4236,0.0435,0.2
Gusmán_Entredichos_1_p10,Gusmán_Entredichos_1_p13,0,0.4572,0.0417,0.2222
Gusmán_Entredichos_1_p10,Gusmán_Entredichos_1_p15,0,0.3533,0.0,0.0769
Gusmán_Entredichos_1_p10,Gusmán_Entredichos_1_p16,0,0.329,0.0,0.1667
Gusmán_Entredichos_1_p12,Gusmán_Entredichos_1_p13,1,0.6023,0.0,0.2222
Gusmán_Entredichos_1_p12,Gusmán_Entredichos_1_p15,1,0.5547,0.0,0.4
Gusmán_Entredichos_1_p12,Gusmán_Entredichos_1_p16,0,0.4296,0.0,0.5556
Gusmán_Entredichos_1_p13,Gusmán_Entredichos_1_p15,1,0.6106,0.1176,0.3
Gusmán_Entredichos_1_p13,Gusmán_Entredichos_1_p16,0,0.3387,0.0,0.1818
Gusmán_Entredichos_1_p15,Gusmán_Entredichos_1_p16,0,0.4301,0.05,0.4545
